label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,A1T0,A3T0,A4T0,A5T0,A5T1,A6T0,blank,blank_20230306201833,blank_20230307115508,blank_20230306165253,blank_20230307143122,blank_20230307140540,blank_20230306132712,O1T0,O1T2,O2T0,O2T1,O2T2,O4T0,O5T0,W1T0,W2T0,W2T1,W3T0,W3T1,W4T0,W4T1,Y1T2,Y2T0,Y4T0,Y4T1,Y5T1
g,14,14,11,162.054962,4.328,0.829516,[M+H]+,,Indole-3-carboxylic acid,Indole-3-carboxylic acid,C9H7NO2,0.072,0.000000,162.054962,568977.19,827395.81,843693.81,572583.19,735744.69,773668.00,5363.61,4040.96,2791.47,1224.82,3953.55,2027.77,4760.93,579847.44,580452.81,282865.47,602507.31,853750.19,631674.50,545487.19,472750.72,4908377.50,2716182.75,752171.19,693978.75,1210075.75,5194389.50,1394793.12,4362733.50,946254.19,1926258.62,538037.81
g,19,19,2,161.092361,11.111,0.647373,[M+H]+,,D-Alanyl-D-alanine,D-Alanyl-D-alanine,C6H12N2O3,0.681,1.799698,161.092361,216292.27,487364.72,421040.84,704139.31,296514.62,467141.41,3097.73,5027.64,4562.72,3258.21,3769.00,4152.35,3766.96,289631.09,404005.41,272070.59,390410.84,452918.59,282345.72,362230.03,507112.34,541006.56,457682.47,225647.42,279910.00,220256.61,437552.28,574095.75,739375.06,559766.94,745118.06,259903.86
g,21,21,18,161.080658,10.910,0.852026,[M+H]+,,3-Methyladipic acid,3-Methyladipic acid,C7H12O4,0.500,1.136730,161.080658,16905.05,75301.48,56539.28,34139.79,50333.36,82044.77,2218.42,1162.58,410.50,1167.43,1123.89,1151.03,910.47,11493.56,24011.63,7322.14,14061.38,24898.75,21608.23,22297.74,61529.31,134724.95,230932.06,68742.81,63563.48,25576.35,95032.90,90274.44,207109.25,63039.34,192760.67,39301.82
g,22,22,0,161.080887,12.081,0.377010,[M+H]+,,3-Methyladipic acid,3-Methyladipic acid,C7H12O4,0.671,0.284183,161.080887,9583.45,86068.74,47523.94,43276.30,33644.86,68326.13,3802.19,5541.45,3093.62,5285.85,5400.08,4516.61,5463.49,42233.94,39361.02,28468.88,16126.71,62461.34,29235.97,67883.30,44398.68,48754.16,61201.32,85108.54,39277.92,31675.82,69268.99,22992.04,70600.77,54109.08,30404.16,11607.89
g,27,27,32,160.132935,13.562,0.836368,[M+H]+,,DL-2-Aminooctanoic acid,DL-2-Aminooctanoic acid,C8H17NO2,0.562,1.715186,160.132935,119456728.00,289648736.00,211641536.00,109716768.00,234285552.00,366744992.00,8349.56,26732.59,31322.67,10222.43,9699.49,14063.66,6290.02,76890328.00,44246004.00,30386986.00,13889256.00,53325740.00,46143104.00,81669608.00,44360460.00,102818592.00,149175696.00,92821920.00,53729932.00,17161714.00,82637352.00,186618944.00,366113120.00,158428976.00,221806656.00,54093676.00
g,28,28,24,160.110748,13.268,0.841838,[M+H]+,,Pargyline,Pargyline,C11H13N,0.232,8.291159,160.110748,197175.55,275803.41,269346.25,138992.02,259585.69,307201.00,223.38,734.03,0.00,0.00,596.44,0.00,272.60,472392.78,674045.19,251302.77,303347.91,625558.94,356841.75,520275.00,720792.19,792396.50,577798.31,760353.69,456892.97,426702.41,549489.31,371287.25,270737.91,236909.64,453186.12,226711.75
g,29,29,8,160.096664,5.736,0.764878,[M+H]+,,2-Methylbutyrylglycine,2-Methylbutyrylglycine,C7H13NO3,0.264,0.953098,160.096664,1673924.62,1834007.12,1570470.50,1365990.00,2031247.62,2856579.00,25043.29,25171.50,24783.01,24078.28,42850.71,29383.53,29810.90,3604336.25,2871107.25,2402401.00,222524.55,4096284.00,2782297.75,2718499.50,4895222.00,7620702.50,7136090.50,5936984.00,3187045.25,2824401.00,5887784.00,4534133.50,9515022.00,4732816.00,6095206.00,1443009.50
g,30,30,0,160.096848,7.049,0.226674,[M+H]+,,dehydrocarnitine,dehydrocarnitine,C7H13NO3,1.561,0.190620,160.096848,161594.20,624970.50,905896.94,423676.09,1180774.62,953070.44,2372.76,3373.64,1603.02,3180.68,3835.43,2358.00,2703.85,336707.88,393376.38,138805.20,13798.48,2041042.62,262701.28,470414.91,1129575.25,2652526.00,3372115.00,2001941.50,1062448.38,676564.44,1754665.38,1455956.88,3966458.75,2316197.75,1620925.88,495745.47
g,31,31,24,160.096558,9.954,0.787710,[M+H]+,,dehydrocarnitine,dehydrocarnitine,C7H13NO3,1.344,1.620266,160.096558,708140.00,2149086.75,1184970.75,1092245.62,1467841.00,1720416.12,528.83,708.29,336.26,149.80,843.61,397.76,317.36,1415878.00,1466495.62,669293.56,946367.00,2508344.25,1061212.12,1495534.12,1451878.62,2920344.75,2736133.25,2259980.00,1239361.50,741257.81,2007819.38,2197208.25,4290926.50,1701307.00,2732895.75,906186.00
g,35,35,5,168.029022,13.697,0.745415,[M+H]+,,Quinolinic acid,Quinolinic acid,C7H5NO4,0.397,0.635673,168.029022,59837.64,98882.50,56591.22,34667.43,47534.95,52802.19,409.22,1670.41,1613.92,1693.77,705.72,2367.78,1132.82,91033.91,56841.50,42258.16,35889.46,132166.30,36540.95,114519.55,14692.26,31679.51,63204.98,35527.59,70302.47,10617.50,43804.03,31732.66,86420.00,54815.19,56746.38,27468.05
g,37,37,0,166.086105,7.571,0.358360,[M+H]+,,L-Phenylalanine,L-Phenylalanine,C9H11NO2,1.089,0.918727,166.086105,223805.75,577957.75,401758.25,293661.91,472869.00,490134.66,74430.76,75874.99,74076.76,75301.22,71126.65,77510.26,74148.59,463530.59,442562.34,252897.58,197764.55,422998.38,311649.03,555194.56,492902.75,834183.94,842451.94,780054.81,505575.41,228036.31,799586.94,726677.00,1235190.00,650144.56,991602.94,372105.84
g,38,38,2,166.086136,9.247,0.590726,[M+H]+,,L-Phenylalanine,L-Phenylalanine,C9H11NO2,0.587,0.734981,166.086136,3167142.25,4404552.50,3538463.75,1755038.88,3392839.00,3944584.75,67714.06,14156.75,110525.59,58895.09,63931.68,38971.89,121908.21,3785421.75,3603065.00,1801723.38,1245393.62,3690372.75,2676803.25,3805565.00,3206388.25,6526158.50,7574630.50,5718177.50,4172670.00,1801144.62,5848708.50,6298005.50,6119798.50,3155479.75,5467522.50,3380299.25
g,39,39,0,166.052567,13.206,0.258067,[M+H]+,,Methionine sulfoxide,Methionine sulfoxide,C5H11NO3S,0.226,4.043201,166.052567,4752399.50,4602726.50,2553304.75,1696660.50,3101523.75,1898898.38,41069.48,56830.62,37589.89,123792.28,64059.89,96449.77,43154.33,3951996.75,4558325.50,2602389.00,2115149.00,3329092.25,3268774.00,3671502.25,2178205.75,3508002.25,3604767.25,3979750.00,3178665.25,2052863.00,3234598.75,3394162.25,4593600.50,3501787.75,4631848.00,4353206.00
g,40,40,8,165.075821,7.821,0.809476,[M+H]+,,Fucose,Fucose,C6H12O5,1.389,0.462175,165.075821,20532.50,79232.93,50094.92,22986.56,35308.45,64422.43,209.06,0.00,505.97,274.03,219.63,253.68,410.66,66270.00,48601.23,28650.10,4846.37,46835.36,31865.14,56850.00,58137.79,178408.52,193633.61,125759.07,61904.51,24778.45,115099.85,85651.30,294421.94,60673.11,97605.18,37861.45
g,43,43,20,165.076691,11.695,0.826911,[M+H]+,,2-Deoxyglucose,2-Deoxyglucose,C6H12O5,0.055,5.730975,165.076691,39420.43,193476.77,109845.95,84568.24,189117.23,130470.47,707.94,956.38,828.27,399.94,752.59,454.14,778.37,118928.98,169381.44,69749.41,78606.46,297724.47,106867.27,124534.77,167071.38,194281.50,373467.66,207945.31,162396.58,72693.72,298846.56,268376.78,237179.44,143259.62,333048.72,88390.91
g,44,44,22,165.075867,7.726,0.851017,[M+H]+,,L-Fucose,L-Fucose,C6H12O5,1.334,0.739481,165.075867,20532.50,79232.93,50094.92,22986.56,35308.45,64422.43,291.15,357.81,505.97,760.71,546.58,619.24,410.66,66270.00,48601.23,28650.10,6274.19,46835.36,31865.14,56850.00,58137.79,178408.52,193633.61,125759.07,61904.51,24778.45,115099.85,85651.30,294421.94,60673.11,97605.18,37861.45
g,46,46,5,165.054688,4.258,0.664860,[M+H]+,,m-Coumaric acid,m-Coumaric acid,C9H8O3,1.218,0.369788,165.054688,139594.94,299284.53,236090.02,221770.33,247345.58,299205.25,61665.71,57415.47,49850.46,47699.23,50979.54,55417.47,48468.56,271285.16,221576.94,186557.86,132690.36,149374.97,246944.62,331259.66,308445.09,456422.34,473783.91,382345.41,310396.22,240621.80,369812.88,404080.53,498500.59,300110.03,347160.50,186601.39
g,47,47,28,165.054718,4.258,0.815231,[M+H]+,,Phenylpyruvic acid,Phenylpyruvic acid,C9H8O3,0.228,0.554681,165.054718,125856.00,261741.12,213771.38,203445.98,223371.58,270872.62,62223.81,58077.93,50212.95,48561.39,51817.12,56226.27,48797.07,253811.88,200515.88,176292.05,132660.73,132589.80,231507.36,310505.50,283096.47,419549.28,429829.66,346778.28,288040.09,229054.12,335424.50,381013.47,464987.75,276498.53,317507.41,171655.08
g,49,49,9,164.091644,6.440,0.724352,[M+H]+,,6-Dimethylaminopurine,6-Dimethylaminopurine,C7H9N5,2.110,8.740931,164.091644,208175.55,201379.36,203679.92,144715.47,96307.07,149388.34,63445.68,58516.22,50227.02,63986.18,75343.69,70711.12,66175.38,133358.67,90139.97,172262.83,4102.46,92156.88,205566.20,109042.94,132148.30,116872.81,130991.90,130517.27,136799.89,168653.22,140458.92,141793.64,123389.21,102196.28,139359.45,98558.00
g,52,52,25,164.056580,8.674,0.842568,[M+H]+,,Pterin,Pterin,C6H5N5O,-1.000,0.651065,164.056580,130272.41,427408.62,320938.03,234028.44,465625.78,531107.81,0.00,185.49,0.00,0.00,315.81,0.00,0.00,287305.28,356882.66,185391.38,141786.45,614144.56,214448.58,516021.53,432947.91,705692.69,545706.69,807774.56,352505.97,168419.11,652096.31,398080.03,821933.44,654940.56,440291.88,222162.80
g,56,56,0,164.037643,7.048,0.430420,[M+H]+,,Acetylcysteine,Acetylcysteine,C5H9NO3S,0.028,0.279060,164.037643,392774.03,1368118.88,1359102.75,649008.31,1496683.50,1364081.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,568009.56,773199.69,328667.09,156073.02,2163682.75,473434.41,682775.44,2926182.00,4292615.00,4507242.00,3837449.00,1803159.00,1263467.75,2826323.25,2045073.88,3113195.75,1874804.62,2675984.00,806441.50
g,57,57,2,163.123001,4.232,0.514975,[M+H]+,,Nicotine,Nicotine,C10H14N2,0.478,0.187083,163.123001,85816.41,62007.71,116068.48,34938.68,96100.00,81517.49,7282.15,7573.79,7441.49,6221.24,6963.21,6149.30,5716.83,31192.73,45967.41,19056.58,18247.88,43645.20,25573.48,32535.19,107027.49,234785.67,254143.08,86181.73,168120.86,79881.94,156485.00,141053.11,119992.85,42647.10,139822.78,53314.14
g,61,61,9,165.075806,7.821,0.809476,[M+H]+,,Rhamnose,Rhamnose,C6H12O5,0.289,0.369740,165.075806,20532.50,79232.93,50094.92,22986.56,35308.45,64422.43,209.06,0.00,505.97,274.03,219.63,253.68,410.66,66270.00,48601.23,28650.10,4846.37,46835.36,31865.14,56850.00,58137.79,178408.52,193633.61,125759.07,61904.51,24778.45,115099.85,85651.30,294421.94,60673.11,97605.18,37861.45
g,63,63,0,153.040817,8.193,0.458651,[M+H]+,,Xanthine,Xanthine,C5H4N4O2,0.057,0.797633,153.040817,1761.13,8137.78,6980.63,5935.37,10866.47,6718.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7669.71,9926.58,2292.03,4107.71,62895.76,7463.91,6511.13,13098.58,29062.78,30232.58,79691.70,14303.14,5412.19,33256.39,22370.76,86609.49,16548.76,39826.80,13088.91
g,64,64,10,153.040649,9.457,0.801203,[M+H]+,,Xanthine,Xanthine,C5H4N4O2,1.207,0.299112,153.040649,18638.15,51347.52,40179.93,24975.16,55098.01,29394.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45292.50,31691.30,14523.69,9189.15,60004.50,28869.42,45407.28,45116.61,54876.38,98283.09,89942.59,57755.78,25520.45,84674.44,49020.60,121004.65,47617.73,101981.01,48664.11
g,65,65,12,152.106888,7.653,0.737373,[M+H]+,,N-Methyltyramine,N-Methyltyramine,C9H13NO,1.887,0.702213,152.106888,237854.30,623633.56,398851.41,265138.84,332142.78,486138.03,1161.52,1354.18,1119.40,1532.65,1063.17,1509.57,638.62,511802.75,357891.09,189531.55,99667.41,337307.28,479383.97,322502.72,338990.16,689294.12,603603.50,663848.56,533321.81,235743.05,529533.06,485742.22,845855.44,486260.66,737958.81,328967.06
g,66,66,12,152.106812,9.977,0.805356,[M+H]+,,N-Methyltyramine,N-Methyltyramine,C9H13NO,0.437,1.203794,152.106812,124765.05,368545.66,282412.88,193131.75,413503.62,365751.50,6469.43,6704.06,6254.12,6596.59,6465.12,5793.70,5390.82,237495.56,315682.56,131207.39,114506.73,533326.94,178412.25,231679.48,385967.16,785800.69,920593.75,471758.59,330598.25,218515.81,501012.62,510915.59,761409.31,284117.69,652688.06,189662.42
g,67,67,5,152.070648,4.270,0.665219,[M+H]+,,2-Phenylglycine,2-Phenylglycine,C8H9NO2,-1.000,0.301021,152.070648,189468.73,284975.19,501175.97,622656.44,332571.78,1036786.81,116526.62,94755.16,124819.43,170974.05,128795.63,251625.62,129626.45,643924.06,667985.56,478122.41,86297.09,752171.94,592415.56,986063.00,447397.97,712780.19,787624.81,937351.19,751484.44,393262.41,905096.50,599633.81,744088.81,706449.75,454495.38,419519.53
g,69,69,0,152.070496,8.287,0.255826,[M+H]+,,2-Phenylglycine,2-Phenylglycine,C8H9NO2,-1.000,0.702381,152.070496,91694.56,549858.94,310551.97,309052.75,410200.91,498944.62,26556.97,25948.52,31382.42,28965.79,21271.62,23104.46,24108.87,313924.38,436623.00,214758.80,257126.19,785203.56,275195.97,331837.72,408073.53,848699.69,634048.19,590926.19,323155.22,262862.56,510495.53,534252.19,802168.06,459117.50,689496.31,203413.45
g,70,70,0,152.070297,9.755,0.477881,[M+H]+,,2-Phenylglycine,2-Phenylglycine,C8H9NO2,-1.000,2.006803,152.070297,47711.91,80977.60,53356.44,70569.97,139090.89,81828.44,268.55,161.65,494.95,122.34,158.90,0.00,140.90,133514.69,263913.66,92471.00,195728.56,252554.25,61019.93,205134.39,71794.54,168232.73,144880.27,169948.44,62219.24,39745.18,78051.95,169934.80,226576.00,104256.60,108247.90,74449.45
g,71,71,25,152.070404,10.451,0.834446,[M+H]+,,2-Phenylglycine,2-Phenylglycine,C8H9NO2,-1.000,1.304422,152.070404,1617452.50,4063648.75,3123716.75,1754520.12,3604810.00,3903990.25,11927.14,7583.97,8302.92,6386.10,8614.74,6560.15,8338.86,3508315.25,3792820.00,1854496.38,1632272.38,4653705.50,2445190.00,3822111.75,3103828.75,5688252.50,5691416.00,3301829.00,2486303.00,1609075.62,4690566.50,5311131.00,6402089.50,3343472.75,5170125.00,3275302.75
g,72,72,25,152.070404,11.276,0.830797,[M+H]+,,2-Phenylglycine,2-Phenylglycine,C8H9NO2,-1.000,1.304422,152.070404,1615782.62,3491420.75,2754254.75,1349458.62,3031594.00,3302259.25,14490.11,11900.37,12673.69,14087.85,8836.72,14433.71,13483.77,2644190.25,2963300.00,1292614.62,1199478.38,3492131.25,1880019.62,3112320.00,2913226.75,6118079.50,4968378.50,3352997.25,2574413.75,1400874.12,4810025.50,4592918.50,4926457.00,2961917.75,4031747.00,2667461.25
g,73,73,24,152.070358,13.138,0.786539,[M+H]+,,2-Phenylglycine,2-Phenylglycine,C8H9NO2,-1.000,1.605443,152.070358,683311.31,1615501.50,1058099.12,752818.19,1542357.50,1013956.50,5485.33,9858.72,7528.26,8986.94,7894.13,8027.73,5775.14,1215297.50,1478252.62,674343.50,949990.06,2080718.50,881028.69,1306728.00,1305317.62,1398216.00,1248955.25,1578714.50,1225418.12,858470.44,1420663.00,1375511.38,1639288.00,1319795.00,1622882.62,954177.19
g,74,74,25,152.056625,7.779,0.830468,[M+H]+,,Guanine,Guanine,C5H5N5O,0.731,0.401397,152.056625,140901.20,256476.38,216932.64,398979.41,350528.53,475328.75,0.00,317.88,0.00,280.35,0.00,0.00,0.00,279013.59,320928.34,157202.33,76392.29,521668.09,233746.05,343868.62,406108.09,760124.81,938944.00,724202.69,496885.03,238906.12,650018.88,464015.47,929501.19,466462.16,652200.25,318421.09
g,78,78,13,151.061432,10.163,0.670907,[M+H]+,,D-Xylose,D-Xylose,C5H10O5,0.123,8.787990,151.061432,48675.00,22732.45,29435.49,34002.06,46998.43,61871.16,0.00,271.08,208.79,0.00,235.96,209.12,0.00,100538.47,68864.87,63185.41,8628.76,23328.57,44204.57,77916.82,36228.67,101013.44,211477.44,73933.79,92252.73,10341.16,105012.30,83800.94,96139.07,74384.89,113423.29,67279.31
g,83,83,0,150.112411,7.666,0.384796,[M+H]+,,Triethanolamine,Triethanolamine,C6H15NO3,0.506,0.406596,150.112411,70605.91,32328.74,57407.77,45032.29,25495.44,22724.09,2717.85,5127.62,2858.06,3072.25,2540.83,2363.67,3156.34,87217.12,25658.70,74453.40,61901.07,55481.34,97034.46,77318.16,19050.32,31680.67,52736.02,88223.02,34718.50,31597.23,21756.04,23257.93,29682.71,16704.14,20092.47,29827.29
g,84,84,1,150.058105,10.193,0.793986,[M+H]+,,L-Methionine,L-Methionine,C5H11NO2S,0.213,1.525286,150.058105,787683.81,580950.56,565172.94,706062.56,594383.19,1231167.38,0.00,493.90,743.95,801.58,254.63,843.11,342.85,1806793.62,907813.00,1198659.50,283457.06,381093.59,778482.50,1444952.00,652843.75,2079150.00,4128152.75,1875254.50,1758031.00,389192.34,2815271.75,1680525.88,1990363.62,1310324.12,2012186.50,949872.31
g,86,86,0,149.081024,7.508,0.388656,[M+H]+,,Mevalonic acid,Mevalonic acid,C6H12O4,-1.000,1.228229,149.081024,6506.77,11439.63,9167.18,9414.21,4343.15,13435.29,472.84,603.52,0.00,432.63,349.53,328.89,399.91,9892.16,2833.87,6353.88,816.81,8132.11,4766.55,9339.48,13468.60,36007.70,35997.77,18046.68,13824.89,5832.65,15607.85,22914.23,40036.60,22892.15,17744.23,3769.26
g,88,88,25,149.080612,13.341,0.847129,[M+H]+,,Mevalonic acid,Mevalonic acid,C6H12O4,-1.000,1.535287,149.080612,26438.53,60072.95,58611.27,82885.52,69932.12,47414.16,1566.34,508.62,861.54,1322.36,1870.58,601.67,1594.86,45368.09,39520.78,25136.17,15534.74,47199.12,21951.00,48152.48,55736.58,65548.80,82080.78,72299.23,71542.80,28659.61,60971.42,78542.50,73966.09,71727.35,85870.60,41858.45
g,89,89,0,159.064987,7.061,0.205572,[M+H]+,,Succinylacetone,Succinylacetone,C7H10O4,0.029,1.247063,159.064987,16741.47,23698.46,20738.13,19860.67,17854.58,29354.26,7425.47,4865.25,5001.04,7079.63,6695.86,6226.56,5531.21,22982.15,29545.76,15072.41,5194.91,29236.80,21767.29,23597.13,18319.89,29288.95,34887.53,37798.36,23878.38,14677.76,49977.71,30252.16,40015.11,34213.93,28451.50,21480.94
g,90,90,25,159.050934,7.893,0.843516,[M+H]+,,Allantoin,Allantoin,C4H6N4O3,0.073,2.110598,159.050934,6155289.50,16559205.00,11374595.00,6091204.00,14859045.00,11579661.00,0.00,0.00,0.00,174.49,0.00,288.66,222.79,8899375.00,9292924.00,5199051.50,3047706.25,18453974.00,7444318.00,10473188.00,19940246.00,33371528.00,35072892.00,31679466.00,14083784.00,6926236.00,22318232.00,17608298.00,52368468.00,20653342.00,26710960.00,6792040.00
g,92,92,0,158.081223,7.047,0.474251,[M+H]+,,N-Acetylproline,N-Acetylproline,C7H11NO3,1.653,0.289575,158.081223,70549.84,296085.09,550440.44,254191.48,565320.56,634626.75,1631.28,1757.47,1729.69,4677.47,2624.97,3285.95,2296.74,222793.67,230907.14,104274.15,6048.02,492205.25,109330.16,247654.11,889796.50,1674910.50,2296632.75,1538400.50,687750.69,624221.25,1594354.62,1544960.50,3321595.00,1468918.38,2048277.38,452053.84
g,93,93,0,158.081146,8.785,0.356471,[M+H]+,,N-Acetylproline,N-Acetylproline,C7H11NO3,0.085,0.193050,158.081146,96233.62,317421.88,176669.42,91852.74,247886.94,219332.55,760.02,0.00,470.79,1857.89,979.06,678.85,1396.98,278336.47,312881.19,118620.52,387554.88,405142.53,186725.05,299774.12,262125.77,878125.06,732356.81,542817.94,240273.08,127217.84,531472.31,574936.94,1064228.12,342786.53,641585.88,178746.33
g,97,97,21,157.012939,13.653,0.835423,[M+H]+,,"2,5-Furandicarboxylic acid","2,5-Furandicarboxylic acid",C6H4O5,2.213,1.360542,157.012939,398736.84,1319199.50,919321.56,838076.50,1055932.12,849598.31,382.97,4886.96,5316.92,4239.37,2912.36,7113.11,426.66,517220.41,703759.81,255831.88,405912.12,1109828.38,450332.38,722327.19,642420.31,1092173.88,1322208.12,1250880.62,809722.50,366633.88,961302.50,1030162.31,1423734.38,937680.44,1139117.38,417104.28
g,101,101,0,153.074310,8.386,0.450380,[M+H]+,,D-Arabitol,D-Arabitol,C5H12O5,1.414,9.370042,153.074310,5437.60,38163.15,19184.39,20477.40,27539.19,33455.93,436.97,783.74,575.46,224.35,765.65,726.73,1039.21,19546.66,29077.49,12590.53,14068.83,61820.18,16930.08,18386.25,25813.34,60710.12,40702.90,34835.72,17404.91,16101.11,28875.52,34248.31,46475.21,26596.44,43585.39,12610.86
g,102,102,24,153.074234,10.498,0.841176,[M+H]+,,D-Arabitol,D-Arabitol,C5H12O5,0.698,9.868448,153.074234,135565.64,385119.84,296868.41,157508.25,343341.62,360199.97,723.70,544.17,222.02,361.10,208.52,309.09,309.94,323989.78,347840.41,167545.58,148079.89,440942.50,236276.44,361999.91,275121.66,526785.31,533414.06,294543.91,231566.56,144260.86,436670.84,484923.75,599481.94,316579.34,489711.84,311600.09
g,106,106,2,154.086090,9.670,0.644315,[M+H]+,,p-Octopamine,p-Octopamine,C8H11NO2 ,0.730,1.089303,154.086090,67317.44,406066.25,306889.50,316061.28,386204.75,453167.34,112.21,220.04,138.37,121.48,479.64,350.94,42.89,212353.25,300987.62,157405.89,380210.09,797031.31,211457.30,228484.00,493528.88,755113.56,621525.44,369227.34,219978.23,173000.75,435555.78,422881.09,970664.56,452427.72,589113.31,161027.58
g,109,109,1,154.072220,5.473,0.540703,[M+H]+,,FAPy-adenine,FAPy-adenine,C5H7N5O,-1.000,0.792292,154.072220,21610.28,70847.09,28509.54,35803.36,54017.12,26728.73,326.28,476.03,394.52,721.39,438.38,565.03,467.67,105554.48,111198.75,75031.73,26099.64,186695.94,65582.92,85770.48,64117.31,130358.38,79681.45,58611.94,11398.22,39762.64,40338.20,96951.50,212868.80,63092.33,98412.35,10953.50
g,111,111,25,154.072357,7.941,0.849202,[M+H]+,,FAPy-adenine,FAPy-adenine,C5H7N5O,-1.000,0.099037,154.072357,27591.19,63463.77,57316.46,52302.84,63921.64,67490.88,204.44,250.97,221.02,366.52,579.83,375.91,250.50,42387.98,49870.48,30985.59,11126.54,80011.84,34201.90,43490.84,90127.62,152853.27,124447.20,105271.77,68599.91,40933.46,103726.70,125470.28,179970.36,116016.91,147920.64,38455.04
g,114,114,24,154.049728,5.371,0.754079,[M+H]+,,3-Hydroxyanthranilic acid,3-Hydroxyanthranilic acid,C7H7NO3,0.001,0.891459,154.049728,10625027.00,33049040.00,15132867.00,16456296.00,20985102.00,17738800.00,947.74,3011.54,2495.49,2836.49,3164.24,4978.46,2160.20,36267036.00,45991588.00,33706116.00,13024087.00,70429864.00,29857142.00,34853916.00,28561486.00,49966964.00,28298744.00,34684304.00,6628198.50,19769110.00,18887414.00,35046192.00,74772600.00,27593112.00,37532608.00,3970202.25
g,118,118,0,153.074173,8.320,0.291157,[M+H]+,,Ribitol,Ribitol,C5H12O5,0.950,10.267174,153.074173,5437.60,38163.15,19184.39,20477.40,27539.19,33455.93,1114.03,1247.48,937.09,1094.25,765.65,1042.34,1039.21,19546.66,29077.49,12590.53,8121.77,61820.18,16930.08,18386.25,25813.34,60710.12,40702.90,34835.72,17404.91,16101.11,28875.52,34248.31,46475.21,26596.44,43585.39,12610.86
g,119,119,22,153.074188,10.481,0.841176,[M+H]+,,Ribitol,Ribitol,C5H12O5,1.211,10.167493,153.074188,135565.64,385119.84,296868.41,157508.25,343341.62,360199.97,723.70,544.17,222.02,361.10,250.84,309.09,309.94,323989.78,347840.41,167545.58,148079.89,440942.50,236276.44,361999.91,275121.66,526785.31,533414.06,294543.91,231566.56,144260.86,436670.84,484923.75,599481.94,316579.34,489711.84,311600.09
g,122,122,3,181.069427,13.526,0.692777,[M+H]+,,D-Glucose,D-Glucose,C6H12O6,1.776,6.825854,181.069427,11729.94,17063.21,2460.21,2101.39,13812.76,3765.05,218.44,345.67,1033.67,772.46,855.26,1330.76,297.05,18258.46,17238.60,7365.65,6854.14,37818.56,13565.99,16601.92,8370.34,23386.17,24368.15,13856.67,7742.85,2626.14,28428.28,26523.76,38723.89,25660.01,34189.95,8777.73
g,128,128,0,181.060730,7.055,0.253875,[M+H]+,,Nicotinuric acid,Nicotinuric acid,C8H8N2O3,1.445,0.252823,181.060730,885780.31,2513827.50,1440137.12,777543.19,1553527.00,2500447.75,13839.77,14187.66,19183.39,22641.31,19283.24,21288.42,18731.37,915184.81,1128589.00,398875.66,1129996.38,8374194.50,1024662.31,1570745.00,1210359.38,3042358.75,5582788.00,2453138.75,1727487.00,612181.25,2498804.25,1554396.12,3803107.25,2200829.00,1474449.88,788027.44
g,131,131,13,180.086105,5.370,0.745178,[M+H]+,,Glucosamine,Glucosamine,C6H13NO5,-1.000,3.050289,180.086105,118877.09,892983.81,765075.94,479034.41,1446617.88,890807.31,489.22,463.67,186.44,408.20,946.52,346.81,586.27,611660.69,833743.81,231127.08,4707.76,1255855.62,346271.53,485918.66,1340078.00,2116298.75,1731560.50,1793794.38,732535.31,775189.19,1130093.38,1254768.00,2998412.00,1240628.12,1530434.12,290063.12
g,132,132,17,180.087524,7.039,0.835149,[M+H]+,,Glucosamine,Glucosamine,C6H13NO5,-1.000,4.829625,180.087524,392037.09,510793.84,510001.53,732025.56,1107939.12,793192.19,950.16,573.73,737.12,1707.49,652.92,1180.85,580.57,141919.33,228012.12,163155.48,375207.34,1154363.38,166157.94,121032.15,808112.06,1772632.50,499704.59,416264.84,208829.94,403146.34,841825.81,1152356.88,2355928.00,981339.75,689520.56,103568.27
g,135,135,5,180.086548,11.648,0.836519,[M+H]+,,Glucosamine,Glucosamine,C6H13NO5,-1.000,0.593112,180.086548,41469.13,45701.98,36025.61,52113.75,38308.05,48049.53,1203.52,956.49,1242.13,3832.10,1704.01,1467.71,1008.15,1869189.38,1080562.12,1608697.38,32152.48,51760.72,2041785.00,2891536.00,37619.92,64818.07,93254.46,62824.42,51913.11,28901.25,70765.81,64039.04,90539.38,49852.69,51802.71,28850.39
g,137,137,10,180.086670,13.716,0.601243,[M+H]+,,Glucosamine,Glucosamine,C6H13NO5,-1.000,0.084730,180.086670,441514.34,2427905.25,1811713.88,2330746.75,592001.94,2298227.25,25693.52,47561.64,26723.12,38015.71,15873.25,19607.23,26285.31,1352555.12,1644424.62,592783.19,820256.31,3166433.25,925124.75,1898160.00,2137137.00,4203300.50,2762092.25,3820448.00,894816.94,686652.31,4350679.00,2491037.25,9162066.00,3044323.25,2806222.75,282380.69
