label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,A1T0,A3T0,A4T0,A5T0,A5T1,A6T0,blank,blank_20230307115508,blank_20230306132712,blank_20230306165253,blank_20230306201833,blank_20230307140540,blank_20230307143122,O1T0,O1T2,O2T0,O2T1,O2T2,O4T0,O5T0,W1T0,W2T0,W2T1,W3T0,W3T1,W4T0,W4T1,Y1T2,Y2T0,Y4T0,Y4T1,Y5T1
g,819,819,31,239.201401,2.406,0.853773,[M-H]-,,C15:1,C15:1,C15H28O2,0.104,1.084438,239.201401,2040558.88,3709965.25,368349.91,686753.56,626850.19,800537.19,281415.22,282270.34,310101.66,289900.28,268181.31,327935.22,332545.47,645088.06,655960.44,627355.56,3363346.00,349381.41,867230.50,834043.81,532248.69,404988.28,344819.34,889924.31,385488.50,689907.00,291072.53,878232.25,245587.38,510560.03,295751.09,434108.53
g,821,821,17,239.114548,14.050,0.739375,[M-H]-,,Homocarnosine,Homocarnosine,C10H16N4O3,0.220,1.722968,239.114548,115787.09,137450.30,363056.47,275824.59,387313.41,452842.66,5441.08,2951.42,3915.75,629.02,2526.74,819.37,898.59,54456.29,74295.46,33223.24,19543.80,147550.25,41700.95,89555.47,418304.16,812959.06,1793524.00,873901.50,923267.06,331505.16,1727550.38,789440.19,1265860.88,792783.44,987193.81,746067.75
g,824,824,29,239.016891,14.035,0.852477,[M-H]-,,L-Cystine,L-Cystine,C6H12N2O4S2,0.235,1.340637,239.016891,43094.50,27954.90,48806.17,17965.58,72472.29,71292.09,2543.24,5635.18,3129.74,3802.01,3656.52,3480.38,3504.17,32781.50,26389.10,16165.54,97020.56,19418.35,14268.06,31290.96,50179.81,184009.75,1109740.12,194475.30,241858.95,53314.89,253164.31,303386.25,649304.94,207417.14,219472.08,92828.88
g,826,826,9,238.092819,11.490,0.782406,[M-H]-,,Dihydrobiopterin,Dihydrobiopterin,C9H13N5O3,1.470,7.305929,238.092819,29337.38,36256.87,19000.54,15963.42,27878.61,19773.93,274.27,0.00,188.89,1595.25,368.58,249.92,455.09,29114.99,29728.02,21847.05,21516.38,37566.30,29762.30,40828.76,29674.67,47205.27,39908.48,35230.11,29402.90,23298.81,31533.66,20745.19,55097.36,24352.72,22440.12,31437.65
g,827,827,0,237.086411,9.113,0.128220,[M-H]-,,Glycyl-Tyrosine,Glycyl-Tyrosine,C11H14N2O4,0.287,7.079507,237.086411,30856.72,32138.73,27588.96,17028.85,34492.89,30807.76,930.17,790.80,913.78,854.39,359.37,525.74,565.72,44000.95,37181.56,25395.31,15150.06,34100.68,28133.38,38034.28,26819.22,23977.75,23640.67,22671.58,25185.45,16689.89,24567.62,35901.44,25906.89,23983.83,32342.96,22477.50
g,829,829,1,233.093658,8.304,0.652263,[M-H]-,,5-Methoxytryptophan,5-Methoxytryptophan,C12H14N2O3,0.166,2.094790,233.093658,1231.41,1694.10,3910.21,1933.85,5789.53,7488.96,222.87,220.57,258.74,220.69,478.20,221.93,193.88,1855.26,1323.50,451.72,710.53,3383.80,535.91,1424.16,29025.64,73665.98,77088.07,63674.26,32395.19,23659.27,69661.27,9085.32,22504.21,11530.82,20234.91,2326.20
g,837,837,25,258.038025,13.536,0.851697,[M-H]-,,Glucosamine 6-phosphate,Glucosamine 6-phosphate,C6H14NO8P,0.314,1.537478,258.038025,64287.49,94667.15,58848.70,52792.60,137365.95,74378.73,847.03,614.36,0.00,152.83,426.57,744.59,444.20,58828.04,94090.54,30681.52,54180.00,172480.30,48162.54,78443.01,138941.92,216234.75,375205.12,336048.34,167795.20,63256.30,190428.36,138331.56,455098.25,135325.11,192975.17,67593.86
g,842,842,32,253.216995,2.790,0.826323,[M-H]-,,C16:1(Palmitoleic acid),C16:1(Palmitoleic acid),C16H30O2,0.290,1.205193,253.216995,17334120.00,36753204.00,2141190.25,5080489.50,4016874.25,7338036.00,1338349.12,1279305.38,1184964.62,1515167.88,1206061.88,878260.00,1016842.50,4175455.00,3612637.25,4103822.00,49071280.00,1693883.88,5459037.50,5706328.50,3690971.25,2589889.25,2213669.00,8555615.00,1390314.50,4414926.00,1816162.50,7649284.00,3001421.25,3182861.25,1687026.88,2459480.50
g,845,845,29,253.084732,4.249,0.834438,[M-H]-,,Nicotinamide riboside,Nicotinamide riboside,C11H14N2O5,-1.000,6.873247,253.084732,1061346.12,894048.50,1263475.38,1031863.00,1058661.88,1099540.25,139175.06,170513.92,138778.34,173711.84,123367.41,205537.62,142375.83,925307.94,945437.19,907684.19,33817.56,659629.69,952698.50,973944.31,1183577.00,1570787.00,1408519.62,1645049.38,1482981.38,1210245.88,1292443.75,1147310.62,1343219.50,1124872.88,1379117.12,1112147.62
g,850,850,23,251.201263,2.562,0.850883,[M-H]-,,C16:2,C16:2,C16H28O2,0.052,1.579323,251.201263,252596.55,456273.03,74205.37,89640.03,119042.62,111407.06,80329.16,38676.60,66490.63,42620.54,35817.60,80510.59,61990.00,112022.18,102192.88,80876.52,1157553.88,56300.03,108759.69,89175.76,122977.48,37694.64,26726.09,213346.69,56133.07,58408.98,67530.41,97373.24,48493.58,65123.33,48127.09,65022.71
g,853,853,2,250.091873,7.127,0.764023,[M-H]-,,Deoxyadenosine,Deoxyadenosine,C10H13N5O3,1.367,10.738126,250.091873,59455.03,169189.80,92084.22,50416.90,107433.44,113499.26,936.90,773.85,959.41,785.35,926.23,1348.91,646.40,63897.18,77240.30,38092.73,18505.78,43845.98,53237.35,73453.85,375694.50,515406.50,404352.59,437238.66,177791.56,210752.70,359248.72,152632.56,282840.50,132838.11,204312.80,110142.06
g,854,854,25,250.092712,13.896,0.852499,[M-H]-,,Muramic acid,Muramic acid,C9H17NO7,0.806,2.074422,250.092712,41383.51,86181.09,63218.62,47997.52,120079.65,77009.60,0.00,0.00,0.00,0.00,0.00,747.40,0.00,65045.67,70487.54,38469.47,46092.63,155262.17,52306.45,70631.41,101113.52,206063.48,236819.02,124793.99,91368.91,50573.88,185350.14,95336.41,295796.19,122776.01,157710.05,58612.91
g,857,857,0,245.092911,4.296,0.471520,[M-H]-,,N-acetyltryptophan,N-acetyltryptophan,C13H14N2O3,1.604,1.058371,245.092911,1343245.88,3570588.25,5594133.50,5251312.50,9042727.00,6513628.00,55450.26,193108.00,58007.46,67035.84,67922.52,158946.30,69860.52,5771806.00,3779267.00,2911218.00,16704.67,1112376.62,2391291.75,3332692.00,2908714.75,4503063.50,2721573.75,5688389.50,3275854.00,2502085.00,3765366.75,5726306.50,14382475.00,7104177.50,6689168.00,5286464.50
g,858,858,21,244.997726,13.667,0.845665,[M-H]-,,Isopentenyl pyrophosphate,Isopentenyl pyrophosphate,C5H12O7P2 ,0.033,3.363182,244.997726,32376.27,29408.78,26502.91,32533.42,31335.21,34894.47,341.52,2313.65,0.00,2374.51,651.81,1143.62,561.68,27638.46,8138.47,21543.78,109147.60,14573.08,21751.65,23787.94,287038.47,427308.59,1522397.12,1392482.25,548090.50,188430.98,543476.44,47970.62,163598.19,49663.64,67258.05,23665.79
g,859,859,32,255.232422,2.390,0.827254,[M-H]-,,C16:0(Palmitic acid),C16:0(Palmitic acid),C16H32O2,0.110,2.092432,255.232422,219557968.00,265069616.00,196446208.00,396486240.00,236783616.00,319849248.00,151385520.00,96367904.00,129509720.00,93481152.00,103567064.00,140872272.00,135235440.00,603025344.00,202503088.00,665457920.00,59692560.00,187738960.00,802277376.00,789384640.00,501500512.00,341342304.00,231123328.00,432730496.00,175395200.00,667200192.00,146109008.00,171480736.00,373971424.00,382907616.00,123455488.00,257556784.00
